,id,title,original_title,release_date,overview,original_language,origin_country,genres,adult
17414,17414,Dunston Checks In,Dunston Checks In,1996-01-12,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",en,['US'],"['Family', 'Comedy', 'Adventure']",False
13997,13997,Black Sheep,Black Sheep,1996-02-01,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",en,['US'],['Comedy'],False
2086,2086,Nick of Time,Nick of Time,1995-11-22,An ordinary man is suddenly forced into a plot to kill a politician in exchange for his kidnapped daughter's freedom.,en,['US'],"['Thriller', 'Crime', 'Action']",False
61548,61548,The Journey of August King,The Journey of August King,1995-09-14,"The Journey of August King is a multi-dimensional drama about a North Carolina farmer in 1815. August King, a widower, is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need to survive the winter. On his journey, he comes upon a run-away slave, a young woman about 19 and August King must decide to violate the law and help this slave to freedom or else leave her to be hunted down and, ultimately, returned to her slave owner.",en,['US'],['Drama'],False
9095,9095,Mary Reilly,Mary Reilly,1996-02-23,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",en,['US'],"['Drama', 'Horror', 'Thriller']",False
12158,12158,Vampire in Brooklyn,Vampire in Brooklyn,1995-10-26,"Detective Rita Veder is assigned to a baffling serial murder case. After examining the crime scene — a corpse-filled ship found adrift at sea — she meets Maximilian, a smooth-talking Caribbean playboy determined to romance her.",en,['US'],"['Comedy', 'Horror', 'Romance', 'Fantasy']",False
9283,9283,Beautiful Girls,Beautiful Girls,1996-02-09,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",en,['US'],"['Comedy', 'Drama', 'Romance']",False
9208,9208,Broken Arrow,Broken Arrow,1996-02-09,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",en,['US'],"['Action', 'Thriller']",False
40154,40154,In the Bleak Midwinter,In the Bleak Midwinter,1995-09-29,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",en,['GB'],['Comedy'],False
406,406,La Haine,La Haine,1995-05-31,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",fr,['FR'],['Drama'],False
45549,45549,Shopping,Shopping,1994-12-06,"A dark, hip, urban story of a barren and anonymous city where the underclass' sport of choice is ram-raiding. An exciting game in which stolen cars are driven through shop windows to aid large-scale looting before the police arrive. For Tommy, it's a business, but for Billy and Jo, it's a labour of love. As the competition between Tommy and Billy grows more fierce, the stakes become higher and the ""shopping"" trips increasingly risky.",en,['GB'],"['Crime', 'Drama', 'Action']",False
63076,63076,Heidi Fleiss: Hollywood Madam,Heidi Fleiss: Hollywood Madam,1995-12-27,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",en,"['CA', 'GB', 'US']",['Documentary'],False
11062,11062,City Hall,City Hall,1996-02-16,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",en,['US'],"['Drama', 'Thriller']",False
13685,13685,Bottle Rocket,Bottle Rocket,1996-02-21,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a harebrained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",en,['US'],"['Comedy', 'Crime', 'Drama']",False
47475,47475,Mr. Wrong,Mr. Wrong,1996-02-16,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",en,['US'],"['Comedy', 'Romance']",False
2045,2045,Unforgettable,Unforgettable,1996-02-23,"Seattle medical examiner David Krane is obsessed with solving his wife's murder. A possible solution presents itself in an experimental ""memory"" serum designed by a neurobiology professor, which has the ability to transfer memories from one person to another, but with potentially fatal consequences.",en,['US'],"['Thriller', 'Mystery', 'Science Fiction']",False
9614,9614,Happy Gilmore,Happy Gilmore,1996-02-16,"Failed hockey player-turned-golf whiz Happy Gilmore — whose unconventional approach and antics on the green courts the ire of rival Shooter McGavin — is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",en,['US'],['Comedy'],False
688,688,The Bridges of Madison County,The Bridges of Madison County,1995-06-02,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,en,['US'],"['Drama', 'Romance']",False
11907,11907,Nobody Loves Me,Keiner liebt mich,1994-11-07,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?",de,['DE'],"['Drama', 'Comedy', 'Family']",False
10874,10874,Muppet Treasure Island,Muppet Treasure Island,1996-02-16,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",en,"['GB', 'US']","['Comedy', 'Adventure', 'Family', 'Action', 'Music']",False
89333,89333,Catwalk,Catwalk,1995-12-08,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York.",en,['US'],['Documentary'],False
96357,96357,Headless Body in Topless Bar,Headless Body in Topless Bar,1995-05-20,An ex-con holds a group of people hostage in a topless bar.,en,['US'],['Crime'],False
197,197,Braveheart,Braveheart,1995-05-24,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",en,['US'],"['Action', 'Drama', 'History', 'War']",False
103,103,Taxi Driver,Taxi Driver,1976-02-09,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,en,['US'],"['Crime', 'Drama']",False
33542,33542,Rumble in the Bronx,紅番區,1995-01-21,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",cn,['HK'],"['Crime', 'Action', 'Comedy', 'Thriller']",False
